relation,a,b,c,d
ajanta_Ukaranta_fem,yavAgU,yavAgUByAm,putravaDU,putravaDUByAm
ajanta_ekaranta_fem,ASakti,ASaktIH,kfti,kftIH
ajantra_Rukaranta_masc,BrAtf,BrAtaram,viDAtf,viDAtAram
ajanta_ukaranta_masc,viDu,viDo,pawu,pawo
halanta_nakaranta_masc_1,aDikArin,aDikArin,loBin,loBin
ajanta_ekaranta_fem,veRi,veRI,BUmi,BUmI
ajanta_ekaranta_fem,nABi,nABe,aNguli,aNgule
halanta_sakaranta_neu,cetas,cetAMsi,vacas,vacAMsi
ajanta_ukaranta_masc,taru,taruByaH,manu,manuByaH
ajantra_Rukaranta_masc,niyantf,niyantFRAm,BrAtf,BrAtFRAm
halanta_nakaranta_masc_1,balin,baliByaH,Danin,DaniByaH
ajanta_ukaranta_masc,krIqApawu,krIqApawuH,taru,taruH
ajanta_ekaranta_masc,agni,agnaye,asi,asaye
ajanta_ekaranta_masc,asi,asI,pratiniDi,pratiniDI
ajanta_ekaranta_masc,aYjali,aYjale,asi,ase
ajanta_ekaranta_masc,giri,giriByAm,kapi,kapiByAm
ajantra_Rukaranta_masc,Batf,BatrA,vikretf,vikretrA
halanta_sakaranta_neu,payas,payasoH,vayas,vayasoH
ajanta_ukaranta_masc,izu,izO,kfpAlu,kfpAlO
ajanta_ekaranta_masc,rASi,rASinA,vanaspati,vanaspatinA
ajanta_ekaranta_fem,prakfti,prakftI,veRi,veRI
ajanta_ekaranta_masc,alI,alye,BUpati,BUpataye
ajanta_ukaranta_masc,SiSu,SiSoH,hindu,hindoH
halanta_nakaranta_neu,sadman,sadmAni,veSman,veSmAni
halanta_nakaranta_masc_1,loBin,loBine,tejasvin,tejasvine
ajanta_ekaranta_neu,daDi,daDiBiH,asTi,asTiBiH
ajanta_ukaranta_masc,manu,manuBiH,vawu,vawuBiH
ajanta_ukaranta_masc,viDu,viDuBiH,praBu,praBuBiH
ajanta_ekaranta_masc,niDi,niDI,asi,asI
ajantra_Rukaranta_masc,trAtf,trAtuH,Batf,BatuH
ajanta_ukaranta_fem,tanu,tanum,caYcu,caYcum
ajanta_ekaranta_fem,mUrti,mUrtiByAm,yuvati,yuvatiByAm
ajanta_ekaranta_fem,yuvati,yuvatyoH,veRi,veRyoH
ajantra_Rukaranta_masc,Batf,BatfByAm,hantf,hantfByAm
halanta_nakaranta_neu,varman,varmaRi,karman,karmaRi
halanta_nakaranta_masc_1,aDikArin,aDikArI,vAdin,vAdI
halanta_nakaranta_masc_1,balin,baliByAm,guRin,guRiByAm
ajanta_ukaranta_masc,hanu,hanUn,bAhu,bAhUn
ajanta_ukaranta_masc,pawu,pawUn,sADu,sADUn
ajanta_ukaranta_masc,BIru,BIrO,vizRu,vizRO
ajanta_ukaranta_masc,taru,tarum,ripu,ripum
ajantra_Rukaranta_masc,niyantf,niyantfBiH,vikretf,vikretfBiH
halanta_nakaranta_masc,Sarman,SarmARaH,sudAman,sudAmAnaH
ajanta_ekaranta_fem,nABi,nABim,prIti,prItim
ajanta_ekaranta_fem,prIti,prItiByAm,kIrti,kIrtiByAm
ajantra_Rukaranta_masc,hantf,hantrA,viDAtf,viDAtrA
ajanta_ekaranta_fem,kfti,kftiByAm,rAtri,rAtriByAm
ajanta_ukaranta_masc,guru,guruByaH,manu,manuByaH
ajanta_ekaranta_fem,budDi,budDayaH,prakfti,prakftayaH
ajanta_ekaranta_masc,nfpati,nfpatinA,kavi,kavinA
ajanta_ukaranta_fem,rajju,rajjuByAm,vIraprasu,vIraprasuByAm
halanta_shakaranta_neu,haviz,haviqByAm,Ayuz,AyuqByAm
ajanta_ekaranta_fem,Bfkuwi,Bfkuwim,kIrti,kIrtim
ajanta_ekaranta_masc,BUpati,BUpatIn,pati,patIn
ajantra_Rukaranta_masc,jetf,jetAraH,smartf,smartAraH
halanta_nakaranta_masc_1,mantrin,mantrizu,tapasvin,tapasvizu
ajanta_ukaranta_masc,hanu,hanuBiH,bAhu,bAhuBiH
halanta_nakaranta_masc_1,balin,balinam,premin,premiRam
ajanta_ekaranta_masc,brahmarzi,brahmarzyoH,narapati,narapatyoH
ajantra_Rukaranta_masc,drazwf,drazwroH,netf,netroH
ajantra_Rukaranta_masc,Batf,BatfBiH,pitf,pitfBiH
ajanta_ekaranta_masc,brahmarzi,brahmarzO,BUpati,BUpatO
ajanta_ekaranta_masc,upADi,upADIn,vanaspati,vanaspatIn
ajantra_Rukaranta_masc,viDAtf,viDAtfByAm,vetf,vetfByAm
ajanta_ekaranta_fem,kuwi,kuwiByAm,mandmati,mandmatiByAm
ajanta_ukaranta_masc,jantu,jantunA,praBu,praBuRA
ajanta_ekaranta_fem,kfti,kftizu,ASakti,ASaktizu
ajanta_ekaranta_masc,ravi,ravI,fzi,fzI
ajantra_Rukaranta_masc,vetf,vetrA,Batf,BatrA
halanta_nakaranta_masc_1,mantrin,mantriRi,loBin,loBini
ajanta_ekaranta_masc,brahmarzi,brahmarziH,kavi,kaviH
ajanta_ukaranta_masc,SiSu,SiSO,viDu,viDO
ajantra_Rukaranta_masc,vetf,vetari,smartf,smartari
ajanta_ekaranta_fem,varti,vartiByAm,saMskfti,saMskftiByAm
ajanta_ekaranta_masc,upADi,upADiBiH,alI,alIBiH
ajanta_ekaranta_fem,BUmi,BUmayaH,mati,matayaH
ajanta_ekaranta_masc,asi,asaye,ari,araye
ajanta_ekaranta_neu,daDi,daDInAm,akzi,akzIRAm
ajantra_Rukaranta_masc,trAtf,trAtari,netf,netari
ajanta_ekaranta_masc,ravi,ravayaH,alI,alyaH
halanta_dakaranta_masc,suhfd,suhfdByAm,divizad,divizadByAm
ajanta_ekaranta_masc,giri,girO,ari,arO
ajanta_ekaranta_fem,paNkti,paNktizu,stuti,stutizu
ajanta_ekaranta_fem,budDi,budDiH,kIrti,kIrtiH
ajanta_ekaranta_fem,saMskfti,saMskftim,stuti,stutim
ajanta_ekaranta_masc,rASi,rASiH,narapati,narapatiH
ajanta_ukaranta_masc,bindu,binduH,hindu,hinduH
ajanta_ukaranta_masc,jantu,janto,pawu,pawo
ajanta_ekaranta_fem,yuvati,yuvatiBiH,aNguli,aNguliBiH
ajanta_ukaranta_fem,hanu,hanuzu,rajju,rajjuzu
halanta_nakaranta_neu,janman,janmasu,veSman,veSmasu
ajanta_ekaranta_masc,vanaspati,vanaspatInAm,giri,girIRAm
halanta_sakaranta_neu,yaSas,yaSasAm,vayas,vayasAm
ajanta_ekaranta_masc,atiTi,atiTizu,asi,asizu
ajanta_ekaranta_masc,atiTi,atiTO,brahmarzi,brahmarzO
halanta_jakaranta_masc,Bizaj,BizagByAm,samrAj,samrAqByAm
ajanta_ekaranta_fem,nIti,nItInAm,prIti,prItInAm
ajantra_Rukaranta_masc,vaktf,vaktArO,viDAtf,viDAtArO
ajanta_ekaranta_fem,nIti,nItizu,BUmi,BUmizu
ajanta_ukaranta_masc,sADu,sADuH,krIqApawu,krIqApawuH
ajanta_ukaranta_masc,BIru,BIravaH,hindu,hindavaH
halanta_nakaranta_masc_1,balin,balinAm,Danin,DaninAm
ajanta_ekaranta_fem,mandmati,mandmatI,saMskfti,saMskftI
ajanta_ekaranta_masc,ari,ariRA,vanaspati,vanaspatinA
ajanta_ukaranta_masc,vizRu,vizRuBiH,ripu,ripuBiH
ajantra_Rukaranta_masc,aBiyantf,aBiyantari,pitf,pitari
ajanta_ekaranta_fem,mUrti,mUrtiByAm,prIti,prItiByAm
ajanta_ekaranta_masc,kapi,kapIn,brahmarzi,brahmarzIn
ajanta_ekaranta_fem,smfti,smfte,varti,varte
ajanta_ukaranta_masc,jantu,jantUnAm,ripu,ripURAm
ajanta_ekaranta_fem,mUrti,mUrtizu,paNkti,paNktizu
ajanta_ekaranta_fem,mandmati,mandmatayaH,prakfti,prakftayaH
ajanta_ekaranta_masc,alI,alIByaH,fzi,fziByaH
ajanta_ukaranta_masc,guru,guruBiH,Bikzu,BikzuBiH
ajanta_ekaranta_masc,upADi,upADIn,rASi,rASIn
ajantra_Rukaranta_masc,vetf,vetfBiH,drazwf,drazwfBiH
ajanta_ekaranta_fem,veRi,veRiByAm,Cadi,CadiByAm
ajantra_Rukaranta_masc,smartf,smartfByAm,BrAtf,BrAtfByAm
ajanta_ekaranta_fem,nIti,nItizu,mandmati,mandmatizu
ajantra_Rukaranta_masc,aBiyantf,aBiyantroH,drazwf,drazwroH
halanta_nakaranta_masc_1,vAdin,vAdinoH,mantrin,mantriRoH
ajanta_ekaranta_masc,fzi,fzO,rASi,rASO
ajanta_ekaranta_fem,Bfkuwi,Bfkuwim,prakfti,prakftim
ajanta_ukaranta_masc,bindu,bindum,hindu,hindum
ajanta_ekaranta_masc,kavi,kavIn,BUpati,BUpatIn
ajanta_ekaranta_fem,nABi,nABe,smfti,smfte
halanta_nakaranta_neu,nAman,nAmAni,sadman,sadmAni
ajantra_Rukaranta_masc,jetf,jetaH,pitf,pitaH
halanta_jakaranta_masc,samrAj,samrAw,vanij,vanik
ajanta_ukaranta_masc,viDu,viDuzu,guru,guruzu
halanta_dakaranta_fem,Apad,ApadoH,vipad,vipadoH
halanta_dakaranta_fem,sampad,sampadByAm,saMsad,saMsadByAm
halanta_nakaranta_masc_1,balin,baline,premin,premiRe
halanta_nakaranta_masc,sudAman,sudAmAnaH,yuvan,yuvAnaH
ajanta_ekaranta_fem,veRi,veRim,yuvati,yuvatim
ajanta_ekaranta_fem,mandmati,mandmatiByaH,saMskfti,saMskftiByaH
ajanta_ekaranta_fem,aNguli,aNgulizu,yuvati,yuvatizu
ajantra_Rukaranta_masc,aBiyantf,aBiyantre,pitf,pitre
ajanta_ukaranta_masc,hindu,hindo,pawu,pawo
ajanta_ekaranta_masc,asi,asyoH,niDi,niDyoH
ajanta_ekaranta_masc,BUpati,BUpatyoH,giri,giryoH
ajanta_ekaranta_fem,prakfti,prakftiBiH,saMskfti,saMskftiBiH
ajanta_ukaranta_masc,vizRu,vizRunA,bindu,bindunA
ajantra_Rukaranta_masc,jAmAtf,jAmAtFRAm,pitf,pitFRAm
ajanta_ukaranta_masc,sADu,sADum,pawu,pawum
ajanta_ekaranta_masc,brahmarzi,brahmarziByAm,jalaDi,jalaDiByAm
ajanta_ekaranta_neu,asTi,asTinI,sakTi,sakTinI
halanta_takaranta_neu,mahat,mahadByAm,bfhat,bfhadByAm
ajantra_Rukaranta_masc,hantf,hantrA,netf,netrA
ajanta_ekaranta_fem,mandmati,mandmatiBiH,Cadi,CadiBiH
ajanta_ekaranta_neu,asTi,asTinA,daDi,daDinA
ajanta_ukaranta_masc,guru,guro,Bikzu,Bikzo
ajantra_Rukaranta_masc,jAmAtf,jAmAtfByaH,pitf,pitfByaH
ajanta_ukaranta_masc,taru,tarUn,bAhu,bAhUn
ajanta_ukaranta_masc,jagadguru,jagadguruH,sADu,sADuH
ajanta_ekaranta_masc,yati,yatO,pratiniDi,pratiniDO
halanta_nakaranta_masc_1,tapasvin,tapasvinoH,yogin,yoginoH
ajanta_ukaranta_masc,jantu,jantave,pawu,pawave
ajantra_Rukaranta_masc,pitf,pitFRAm,vetf,vetFRAm
ajanta_ukaranta_masc,jantu,jantunA,kfpAlu,kfpAlunA
ajanta_ekaranta_fem,mUrti,mUrtiH,paNkti,paNktiH
ajanta_ekaranta_masc,pratiniDi,pratiniDayaH,vyADi,vyADayaH
ajanta_ekaranta_masc,niDi,niDinA,ravi,raviRA
ajanta_ukaranta_masc,ripu,ripavaH,paNgu,paNgavaH
halanta_nakaranta_masc_1,tapasvin,tapasvizu,aDikArin,aDikArizu
ajantra_Rukaranta_masc,trAtf,trAtfzu,kartf,kartfzu
ajanta_ukaranta_fem,hanu,hanavaH,Denu,DenavaH
halanta_nakaranta_neu,veSman,veSmaByAm,sAman,sAmaByAm
ajanta_ekaranta_masc,aYjali,aYjaliByaH,agni,agniByaH
ajanta_ukaranta_masc,viDu,viDuByAm,SiSu,SiSuByAm
ajantra_Rukaranta_masc,netf,netfzu,dAtf,dAtfzu
ajanta_ukaranta_masc,paNgu,paNgO,jagadguru,jagadgurO
ajanta_ukaranta_masc,viDu,viDuzu,praBu,praBuzu
ajanta_ekaranta_fem,nABi,nABiByaH,BUmi,BUmiByaH
ajanta_ukaranta_masc,pawu,pawoH,hanu,hanoH
ajanta_ukaranta_masc,jagadguru,jagadguruByAm,taru,taruByAm
ajanta_ekaranta_masc,vyADi,vyADayaH,fzi,fzayaH
ajanta_ukaranta_masc,jantu,janto,bAhu,bAho
ajanta_ekaranta_masc,ari,arIRAm,yati,yatInAm
ajanta_ekaranta_fem,BUmi,BUmayaH,yuvati,yuvatayaH
ajanta_ukaranta_masc,BAnu,BAno,jantu,janto
ajanta_ekaranta_fem,prIti,prItyoH,nABi,nAByoH
ajantra_Rukaranta_masc,BrAtf,BrAtrA,hantf,hantrA
ajanta_ekaranta_masc,niDi,niDyoH,pati,patyoH
ajantra_Rukaranta_masc,BrAtf,BrAtaram,trAtf,trAtAram
ajanta_ekaranta_masc,narapati,narapatiByaH,ari,ariByaH
ajanta_ukaranta_masc,bindu,bindU,krIqApawu,krIqApawU
ajantra_Rukaranta_masc,trAtf,trAtuH,niyantf,niyantuH
halanta_nakaranta_neu,karman,karmaByaH,dAman,dAmaByaH
ajanta_ekaranta_fem,BUmi,BUmIH,veRi,veRIH
ajanta_ukaranta_masc,hanu,hanO,kfpAlu,kfpAlO
ajanta_ekaranta_masc,kavi,kavaye,jalaDi,jalaDaye
ajanta_ukaranta_masc,jagadguru,jagadguruRA,bindu,bindunA
ajanta_ekaranta_masc,nfpati,nfpatInAm,ravi,ravIRAm
ajanta_ukaranta_masc,ripu,ripuByAm,Bikzu,BikzuByAm
ajanta_ekaranta_masc,yati,yatayaH,atiTi,atiTayaH
halanta_takaranta_fem,taqit,taqitam,vidyut,vidyutam
ajanta_ekaranta_masc,atiTi,atiTayaH,kapi,kapayaH
ajanta_ekaranta_fem,stuti,stutI,Bakti,BaktI
ajanta_ekaranta_neu,sakTi,sakTini,vAri,vAriRi
ajanta_ekaranta_fem,prIti,prItI,kIrti,kIrtI
ajanta_ekaranta_fem,nABi,nABIH,stuti,stutIH
ajanta_ekaranta_fem,Bakti,BaktyoH,Akfti,AkftyoH
ajantra_Rukaranta_masc,aBiyantf,aBiyantAram,viDAtf,viDAtAram
ajanta_ukaranta_masc,hanu,hanum,hindu,hindum
ajanta_ekaranta_masc,upADi,upADinA,vyADi,vyADinA
ajanta_ekaranta_fem,truwi,truwizu,Cadi,Cadizu
ajanta_ekaranta_masc,vyADi,vyADIn,giri,girIn
ajanta_ekaranta_fem,kfti,kftayaH,mandmati,mandmatayaH
ajanta_ukaranta_masc,manu,manave,praBu,praBave
halanta_nakaranta_masc_1,premin,premiRoH,aDikArin,aDikAriRoH
ajanta_ukaranta_masc,sADu,sADo,jantu,janto
ajanta_ekaranta_masc,upADi,upADeH,narapati,narapateH
ajantra_Rukaranta_masc,vikretf,vikretfByAm,dAtf,dAtfByAm
ajanta_ekaranta_fem,Cadi,CadInAm,yuvati,yuvatInAm
ajanta_ekaranta_fem,nIti,nItyA,yuvati,yuvatyA
halanta_nakaranta_masc_1,vivekin,vivekiByAm,tejasvin,tejasviByAm
ajanta_ukaranta_fem,tanu,tanUH,hanu,hanUH
halanta_nakaranta_neu,veSman,veSmane,preman,premRe
halanta_nakaranta_masc_1,tejasvin,tejasvinaH,vidyArTin,vidyArTinaH
halanta_saakaranta_masc,vidvas,viduzoH,pumas,pumasoH
ajanta_ekaranta_masc,rASi,rASayaH,ari,arayaH
ajanta_ekaranta_masc,rASi,rASiBiH,aYjali,aYjaliBiH
ajanta_ekaranta_fem,Akfti,Akftizu,budDi,budDizu
ajanta_ukaranta_masc,BIru,BIrURAm,praBu,praBURAm
ajantra_Rukaranta_masc,hantf,hantFn,aBiyantf,aBiyantFn
halanta_nakaranta_masc_1,hastin,hastini,vAdin,vAdini
ajanta_ukaranta_masc,krIqApawu,krIqApawum,SiSu,SiSum
halanta_nakaranta_neu,nAman,nAmaByaH,preman,premaByaH
ajantra_Rukaranta_masc,trAtf,trAtfByaH,vikretf,vikretfByaH
ajanta_ukaranta_neu,vastu,vastuByaH,akzu,akzuByaH
ajanta_ekaranta_masc,aYjali,aYjalizu,alI,alIzu
ajanta_ekaranta_fem,kuwi,kuwiH,ASakti,ASaktiH
ajanta_ekaranta_fem,prakfti,prakftInAm,BUmi,BUmInAm
ajanta_ekaranta_masc,sAraTi,sAraTaye,nfpati,nfpataye
ajanta_ekaranta_fem,mati,matiBiH,budDi,budDiBiH
ajantra_Rukaranta_masc,Batf,BatArO,trAtf,trAtArO
ajanta_ekaranta_neu,atiSAyi,atiSAyinoH,asTi,asTinoH
ajanta_ekaranta_fem,nABi,nAByoH,mUrti,mUrtyoH
ajanta_ukaranta_masc,izu,izo,guru,guro
halanta_nakaranta_masc_1,vivekin,vivekiByaH,tapasvin,tapasviByaH
ajantra_Rukaranta_masc,niyantf,niyantArO,jetf,jetArO
ajanta_ukaranta_masc,manu,manU,jagadguru,jagadgurU
ajanta_ukaranta_masc,bAhu,bAhuByaH,BIru,BIruByaH
ajanta_ekaranta_fem,Bakti,Baktim,BUmi,BUmim
halanta_nakaranta_masc_1,tapasvin,tapasviBiH,balin,baliBiH
ajanta_ekaranta_masc,agni,agnim,ravi,ravim
ajanta_ekaranta_masc,BUpati,BUpatO,ravi,ravO
halanta_takaranta_neu,bfhat,bfhadByaH,Bavizyat,BavizyadByaH
ajanta_ekaranta_fem,mati,mate,BUmi,BUme
ajanta_ekaranta_fem,budDi,budDe,prakfti,prakfte
ajantra_Rukaranta_masc,pitf,pitre,drazwf,drazwre
ajanta_ekaranta_masc,vanaspati,vanaspatyoH,yati,yatyoH
ajantra_Rukaranta_masc,vaktf,vaktArO,aBiyantf,aBiyantArO
ajanta_ekaranta_masc,upADi,upADO,vanaspati,vanaspatO
ajantra_Rukaranta_masc,kartf,kartAram,drazwf,drazwAram
ajanta_ekaranta_masc,yati,yateH,rASi,rASeH
ajanta_ekaranta_masc,agni,agneH,pratiniDi,pratiniDeH
ajanta_ukaranta_masc,sADu,sADvoH,bAhu,bAhvoH
ajanta_ekaranta_masc,jalaDi,jalaDim,nfpati,nfpatim
ajanta_ekaranta_masc,aYjali,aYjalayaH,pratiniDi,pratiniDayaH
halanta_nakaranta_masc_1,aDikArin,aDikAriByAm,vidyArTin,vidyArTiByAm
ajanta_ekaranta_masc,vyADi,vyADinA,brahmarzi,brahmarziRA
ajanta_ekaranta_fem,prakfti,prakftiBiH,veRi,veRiBiH
ajanta_ekaranta_masc,asi,asyoH,rASi,rASyoH
ajanta_ukaranta_fem,karu,karum,veRu,veRum
ajantra_Rukaranta_masc,Srotf,SrotArO,BrAtf,BrAtarO
ajantra_Rukaranta_masc,vikretf,vikretroH,pitf,pitroH
ajanta_ekaranta_fem,Bakti,BaktyoH,kIrti,kIrtyoH
ajanta_ekaranta_masc,giri,giriByaH,ari,ariByaH
ajanta_ukaranta_masc,paNgu,paNgave,ripu,ripave
ajanta_ukaranta_masc,hanu,hanuByaH,ripu,ripuByaH
ajanta_ekaranta_masc,upADi,upADinA,rASi,rASinA
ajantra_Rukaranta_masc,trAtf,trAtrA,jetf,jetrA
halanta_jakaranta_masc,ftvij,ftvije,samrAj,samrAje
ajanta_ekaranta_fem,kfti,kftayaH,ASakti,ASaktayaH
ajanta_ekaranta_masc,ravi,ravaye,alI,alye
ajanta_ukaranta_fem,snAyu,snAyUnAm,veRu,veRUnAm
ajanta_ekaranta_fem,Bfkuwi,Bfkuwe,mati,mate
ajanta_ekaranta_fem,varti,vartiH,nABi,nABiH
halanta_nakaranta_neu,janman,janmasu,sAman,sAmasu
halanta_dakaranta_fem,sampad,sampat,Apad,Apat
ajanta_ukaranta_masc,guru,gurave,hindu,hindave
ajanta_ekaranta_fem,Bakti,BaktiH,mati,matiH
ajanta_ekaranta_masc,ari,ariRA,kavi,kavinA
ajanta_ukaranta_masc,pawu,pawum,jantu,jantum
ajanta_ukaranta_masc,SiSu,SiSavaH,BAnu,BAnavaH
ajanta_ekaranta_masc,vyADi,vyADim,rASi,rASim
ajantra_Rukaranta_masc,netf,netre,vetf,vetre
ajanta_ukaranta_masc,BIru,BIruRA,jagadguru,jagadguruRA
ajanta_ekaranta_fem,mUrti,mUrtyA,Cadi,CadyA
ajanta_ekaranta_fem,prakfti,prakftyA,smfti,smftyA
ajanta_ekaranta_fem,mUrti,mUrtiBiH,paNkti,paNktiBiH
ajanta_ekaranta_fem,budDi,budDayaH,rAtri,rAtrayaH
ajanta_ukaranta_masc,viDu,viDunA,pawu,pawunA
ajanta_ekaranta_masc,alI,alyaH,asi,asayaH
ajantra_Rukaranta_masc,jetf,jetFRAm,vaktf,vaktFRAm
halanta_nakaranta_masc_1,premin,premiRam,vAdin,vAdinam
ajantra_Rukaranta_masc,kartf,kartfByAm,jAmAtf,jAmAtfByAm
ajanta_ukaranta_masc,vizRu,vizRunA,BIru,BIruRA
ajanta_ekaranta_masc,aYjali,aYjalinA,upADi,upADinA
ajanta_ekaranta_neu,sakTi,sakTinaH,vAri,vAriRaH
ajanta_ukaranta_masc,hindu,hindavaH,hanu,hanavaH
ajanta_ekaranta_fem,budDi,budDInAm,varti,vartInAm
halanta_nakaranta_masc_1,balin,balinAm,vAdin,vAdinAm
ajanta_ukaranta_fem,Denu,Deno,tanu,tano
ajanta_ukaranta_masc,BAnu,BAnuH,vawu,vawuH
ajanta_ekaranta_masc,pratiniDi,pratiniDaye,rASi,rASaye
ajanta_ekaranta_masc,sAraTi,sAraTizu,pati,patizu
ajantra_Rukaranta_masc,Batf,BatfByAm,drazwf,drazwfByAm
ajanta_ekaranta_fem,budDi,budDiByaH,aNguli,aNguliByaH
ajanta_ukaranta_masc,kfpAlu,kfpAlum,viDu,viDum
ajanta_ekaranta_masc,brahmarzi,brahmarzizu,rASi,rASizu
ajantra_Rukaranta_masc,vikretf,vikretari,BrAtf,BrAtari
ajanta_ekaranta_fem,Akfti,AkftiBiH,budDi,budDiBiH
ajantra_Rukaranta_masc,jetf,jetfzu,smartf,smartfzu
ajanta_ekaranta_fem,veRi,veRI,kfti,kftI
ajantra_Rukaranta_masc,drazwf,drazwrA,netf,netrA
ajanta_ekaranta_fem,prakfti,prakftayaH,kuwi,kuwayaH
ajantra_Rukaranta_masc,aBiyantf,aBiyantfByAm,trAtf,trAtfByAm
ajanta_ukaranta_masc,jagadguru,jagadguruH,kfpAlu,kfpAluH
ajanta_ekaranta_masc,kapi,kapayaH,alI,alyaH
halanta_takaranta_fem,taqit,taqitsu,vidyut,vidyutsu
ajanta_ekaranta_fem,prIti,prItyoH,Akfti,AkftyoH
ajanta_ukaranta_masc,jagadguru,jagadguruBiH,BIru,BIruBiH
ajanta_ekaranta_fem,nABi,nABizu,stuti,stutizu
ajanta_ekaranta_fem,varti,vartyoH,mUrti,mUrtyoH
halanta_nakaranta_neu,nAman,nAmnaH,veSman,veSmanaH
ajanta_ekaranta_fem,aNguli,aNgulIH,truwi,truwIH
ajanta_ekaranta_fem,veRi,veRInAm,aNguli,aNgulInAm
ajanta_ekaranta_masc,vyADi,vyADiH,alI,alIH
ajanta_ekaranta_fem,saMskfti,saMskftayaH,prakfti,prakftayaH
ajanta_ekaranta_fem,paNkti,paNktiBiH,Bakti,BaktiBiH
ajanta_ekaranta_fem,kIrti,kIrtiByaH,Akfti,AkftiByaH
ajanta_ukaranta_masc,BIru,BIruzu,praBu,praBuzu
ajantra_Rukaranta_masc,vaktf,vaktroH,Batf,BatroH
ajanta_ekaranta_masc,upADi,upADyoH,agni,agnyoH
halanta_nakaranta_masc_1,Danin,DaninAm,mantrin,mantriRAm
ajanta_ukaranta_masc,hindu,hinduByaH,viDu,viDuByaH
ajantra_Rukaranta_masc,netf,netre,jetf,jetre
halanta_takaranta_neu,dIvyat,dIvyatsu,bfhat,bfhatsu
ajanta_ukaranta_masc,bAhu,bAhuBiH,praBu,praBuBiH
halanta_nakaranta_masc_1,loBin,loBinO,Danin,DaninO
ajanta_ekaranta_masc,ari,ariByaH,vanaspati,vanaspatiByaH
ajanta_ekaranta_fem,mUrti,mUrte,truwi,truwe
ajanta_ekaranta_masc,yati,yatIn,niDi,niDIn
ajanta_ukaranta_masc,bindu,bindum,BAnu,BAnum
ajantra_Rukaranta_masc,jAmAtf,jAmAtA,drazwf,drazwA
halanta_nakaranta_masc,Atman,Atman,yuvan,yuvan
ajanta_ekaranta_masc,rASi,rASayaH,fzi,fzayaH
halanta_dakaranta_fem,Apad,ApadA,Sarad,SaradA
ajanta_ekaranta_masc,upADi,upADiByAm,ari,ariByAm
ajanta_ukaranta_masc,sADu,sADU,viDu,viDU
ajanta_ekaranta_fem,rAtri,rAtriByaH,smfti,smftiByaH
ajanta_ekaranta_masc,atiTi,atiTayaH,nfpati,nfpatayaH
ajanta_ukaranta_masc,bindu,bindavaH,guru,guravaH
ajanta_ekaranta_masc,yati,yatI,asi,asI
halanta_nakaranta_neu,sAman,sAmnAm,karman,karmaRAm
ajantra_Rukaranta_masc,vetf,vetAraH,Srotf,SrotAraH
ajanta_ukaranta_masc,paNgu,paNguzu,SiSu,SiSuzu
ajanta_ukaranta_fem,vIraprasu,vIraprasuBiH,tanu,tanuBiH
ajanta_ekaranta_fem,kIrti,kIrtiBiH,stuti,stutiBiH
ajanta_ekaranta_masc,jalaDi,jalaDI,kavi,kavI
ajanta_ekaranta_masc,atiTi,atiTiByAm,vanaspati,vanaspatiByAm
ajanta_ukaranta_masc,bindu,bindUnAm,bAhu,bAhUnAm
ajanta_ukaranta_masc,jagadguru,jagadgurUn,viDu,viDUn
ajanta_ukaranta_neu,vastu,vastunoH,dAru,dAruRoH
ajanta_ekaranta_fem,nABi,nAByA,smfti,smftyA
ajanta_ekaranta_neu,akzi,akziBiH,vAri,vAriBiH
ajantra_Rukaranta_masc,vaktf,vaktrA,Batf,BatrA
ajanta_ukaranta_masc,pawu,pawU,viDu,viDU
ajanta_ukaranta_masc,ripu,ripum,manu,manum
halanta_sakaranta_neu,cetas,cetasA,vacas,vacasA
ajantra_Rukaranta_masc,vaktf,vaktfByAm,netf,netfByAm
ajantra_Rukaranta_masc,vetf,vetaH,smartf,smartaH
halanta_jakaranta_masc,Bizaj,BizajA,vanij,vanijA
ajanta_ekaranta_masc,fzi,fzeH,aYjali,aYjaleH
ajanta_ukaranta_masc,manu,manO,pawu,pawO
ajantra_Rukaranta_masc,trAtf,trAtAraH,vikretf,vikretAraH
ajanta_ukaranta_masc,viDu,viDU,bAhu,bAhU
ajanta_ukaranta_masc,kfpAlu,kfpAlUnAm,izu,izURAm
ajantra_Rukaranta_masc,BrAtf,BrAtfzu,netf,netfzu
ajanta_ekaranta_masc,yati,yate,rASi,rASe
halanta_nakaranta_neu,Sarman,SarmaRaH,dAman,dAmnaH
ajanta_ekaranta_fem,Bfkuwi,BfkuwiByaH,BUmi,BUmiByaH
ajanta_ekaranta_masc,atiTi,atiTinA,upADi,upADinA
ajantra_Rukaranta_masc,jetf,jetari,drazwf,drazwari
ajanta_ukaranta_masc,hanu,hano,bindu,bindo
ajanta_ekaranta_masc,vanaspati,vanaspate,nfpati,nfpate
ajantra_Rukaranta_masc,drazwf,drazwfzu,niyantf,niyantfzu
halanta_shakaranta_neu,vapuz,vapuqByaH,haviz,haviqByaH
ajanta_ukaranta_masc,bAhu,bAhU,hanu,hanU
ajanta_ukaranta_masc,bindu,bindvoH,jagadguru,jagadgurvoH
ajanta_ukaranta_masc,Bikzu,BikzvoH,SiSu,SiSvoH
halanta_nakaranta_masc_1,tapasvin,tapasvI,vAdin,vAdI
ajanta_ukaranta_fem,rajju,rajjUnAm,karu,karURAm
