relation,a,b,c,d
husband-wife,gOtamA,ahalyA,arjuna,drOpadI
husband-wife,gOtamA,ahalyA,yuDizWira,drOpadI
husband-wife,gOtamA,ahalyA,BIma,drOpadI
husband-wife,gOtamA,ahalyA,nakula,drOpadI
husband-wife,gOtamA,ahalyA,sahadeva,drOpadI
husband-wife,gOtamA,ahalyA,rAma,sItA
husband-wife,gOtamA,ahalyA,BIma,hiqimbA
husband-wife,gOtamA,ahalyA,duryoDana,BAnumati
husband-wife,gOtamA,ahalyA,parikSit,IrAvati
husband-wife,gOtamA,ahalyA,karRa,vfzAlI
husband-wife,gOtamA,ahalyA,lakzmaRa,urmilA
husband-wife,gOtamA,ahalyA,daSaraTa,kEkeyI
husband-wife,gOtamA,ahalyA,daSaraTa,kOSalyA
husband-wife,gOtamA,ahalyA,daSaraTa,sUmitrA
husband-wife,gOtamA,ahalyA,duSyanta,SakuntalA
husband-wife,gOtamA,ahalyA,pururava,urvaSi
husband-wife,gOtamA,ahalyA,devahuti,kardama
husband-wife,gOtamA,ahalyA,rAvaRa,mandodari
husband-wife,gOtamA,ahalyA,sugriva,rUmA
husband-wife,gOtamA,ahalyA,mAyAsura,hemA
husband-wife,gOtamA,ahalyA,kuSadvaja,candraBAgA
husband-wife,gOtamA,ahalyA,bAli,tArA
husband-wife,gOtamA,ahalyA,agni,svAhA
husband-wife,gOtamA,ahalyA,Gawotkaca,mOrvI
husband-wife,gOtamA,ahalyA,Sakuni,arSi
husband-wife,pARqu,kuntI,arjuna,suBadrA
husband-wife,pARqu,kuntI,droRA,kripI
husband-wife,pARqu,kuntI,gOtamA,ahalyA
husband-wife,pARqu,kuntI,SAntanu,gaNgA
husband-wife,pARqu,kuntI,kfzRa,rukmiRI
husband-wife,pARqu,kuntI,SivaH,pArvatI
husband-wife,pARqu,kuntI,SAntanu,gangA
husband-wife,pARqu,kuntI,parASar,satyavati
husband-wife,pARqu,kuntI,pARqu,mAdri
husband-wife,pARqu,kuntI,DftarAzwra,gAnDArI
husband-wife,pARqu,kuntI,aBimanyu,uttarA
husband-wife,pARqu,kuntI,parikSit,madrAvati
husband-wife,pARqu,kuntI,arjuna,drOpadI
husband-wife,pARqu,kuntI,yuDizWira,drOpadI
husband-wife,pARqu,kuntI,BIma,drOpadI
husband-wife,pARqu,kuntI,nakula,drOpadI
husband-wife,pARqu,kuntI,sahadeva,drOpadI
husband-wife,pARqu,kuntI,rAma,sItA
husband-wife,pARqu,kuntI,BIma,hiqimbA
husband-wife,pARqu,kuntI,duryoDana,BAnumati
husband-wife,pARqu,kuntI,parikSit,IrAvati
husband-wife,pARqu,kuntI,karRa,vfzAlI
husband-wife,pARqu,kuntI,lakzmaRa,urmilA
husband-wife,pARqu,kuntI,daSaraTa,kEkeyI
husband-wife,pARqu,kuntI,daSaraTa,kOSalyA
husband-wife,pARqu,kuntI,daSaraTa,sUmitrA
husband-wife,pARqu,kuntI,duSyanta,SakuntalA
husband-wife,pARqu,kuntI,pururava,urvaSi
husband-wife,pARqu,kuntI,devahuti,kardama
husband-wife,pARqu,kuntI,rAvaRa,mandodari
husband-wife,pARqu,kuntI,sugriva,rUmA
husband-wife,pARqu,kuntI,mAyAsura,hemA
husband-wife,pARqu,kuntI,kuSadvaja,candraBAgA
husband-wife,pARqu,kuntI,bAli,tArA
husband-wife,pARqu,kuntI,agni,svAhA
husband-wife,pARqu,kuntI,Gawotkaca,mOrvI
husband-wife,pARqu,kuntI,Sakuni,arSi
husband-wife,SAntanu,gaNgA,arjuna,suBadrA
husband-wife,SAntanu,gaNgA,droRA,kripI
husband-wife,SAntanu,gaNgA,gOtamA,ahalyA
husband-wife,SAntanu,gaNgA,pARqu,kuntI
husband-wife,SAntanu,gaNgA,kfzRa,rukmiRI
husband-wife,SAntanu,gaNgA,SivaH,pArvatI
husband-wife,SAntanu,gaNgA,SAntanu,gangA
husband-wife,SAntanu,gaNgA,parASar,satyavati
husband-wife,SAntanu,gaNgA,pARqu,mAdri
husband-wife,SAntanu,gaNgA,DftarAzwra,gAnDArI
husband-wife,SAntanu,gaNgA,aBimanyu,uttarA
husband-wife,SAntanu,gaNgA,parikSit,madrAvati
husband-wife,SAntanu,gaNgA,arjuna,drOpadI
husband-wife,SAntanu,gaNgA,yuDizWira,drOpadI
husband-wife,SAntanu,gaNgA,BIma,drOpadI
husband-wife,SAntanu,gaNgA,nakula,drOpadI
husband-wife,SAntanu,gaNgA,sahadeva,drOpadI
husband-wife,SAntanu,gaNgA,rAma,sItA
husband-wife,SAntanu,gaNgA,BIma,hiqimbA
husband-wife,SAntanu,gaNgA,duryoDana,BAnumati
husband-wife,SAntanu,gaNgA,parikSit,IrAvati
husband-wife,SAntanu,gaNgA,karRa,vfzAlI
husband-wife,SAntanu,gaNgA,lakzmaRa,urmilA
husband-wife,SAntanu,gaNgA,daSaraTa,kEkeyI
husband-wife,SAntanu,gaNgA,daSaraTa,kOSalyA
husband-wife,SAntanu,gaNgA,daSaraTa,sUmitrA
husband-wife,SAntanu,gaNgA,duSyanta,SakuntalA
husband-wife,SAntanu,gaNgA,pururava,urvaSi
husband-wife,SAntanu,gaNgA,devahuti,kardama
husband-wife,SAntanu,gaNgA,rAvaRa,mandodari
husband-wife,SAntanu,gaNgA,sugriva,rUmA
husband-wife,SAntanu,gaNgA,mAyAsura,hemA
husband-wife,SAntanu,gaNgA,kuSadvaja,candraBAgA
husband-wife,SAntanu,gaNgA,bAli,tArA
husband-wife,SAntanu,gaNgA,agni,svAhA
husband-wife,SAntanu,gaNgA,Gawotkaca,mOrvI
husband-wife,SAntanu,gaNgA,Sakuni,arSi
husband-wife,kfzRa,rukmiRI,arjuna,suBadrA
husband-wife,kfzRa,rukmiRI,droRA,kripI
husband-wife,kfzRa,rukmiRI,gOtamA,ahalyA
husband-wife,kfzRa,rukmiRI,pARqu,kuntI
husband-wife,kfzRa,rukmiRI,SAntanu,gaNgA
husband-wife,kfzRa,rukmiRI,SivaH,pArvatI
husband-wife,kfzRa,rukmiRI,SAntanu,gangA
husband-wife,kfzRa,rukmiRI,parASar,satyavati
husband-wife,kfzRa,rukmiRI,pARqu,mAdri
husband-wife,kfzRa,rukmiRI,DftarAzwra,gAnDArI
husband-wife,kfzRa,rukmiRI,aBimanyu,uttarA
husband-wife,kfzRa,rukmiRI,parikSit,madrAvati
husband-wife,kfzRa,rukmiRI,arjuna,drOpadI
husband-wife,kfzRa,rukmiRI,yuDizWira,drOpadI
husband-wife,kfzRa,rukmiRI,BIma,drOpadI
husband-wife,kfzRa,rukmiRI,nakula,drOpadI
husband-wife,kfzRa,rukmiRI,sahadeva,drOpadI
husband-wife,kfzRa,rukmiRI,rAma,sItA
husband-wife,kfzRa,rukmiRI,BIma,hiqimbA
husband-wife,kfzRa,rukmiRI,duryoDana,BAnumati
husband-wife,kfzRa,rukmiRI,parikSit,IrAvati
husband-wife,kfzRa,rukmiRI,karRa,vfzAlI
husband-wife,kfzRa,rukmiRI,lakzmaRa,urmilA
husband-wife,kfzRa,rukmiRI,daSaraTa,kEkeyI
husband-wife,kfzRa,rukmiRI,daSaraTa,kOSalyA
husband-wife,kfzRa,rukmiRI,daSaraTa,sUmitrA
husband-wife,kfzRa,rukmiRI,duSyanta,SakuntalA
husband-wife,kfzRa,rukmiRI,pururava,urvaSi
husband-wife,kfzRa,rukmiRI,devahuti,kardama
husband-wife,kfzRa,rukmiRI,rAvaRa,mandodari
husband-wife,kfzRa,rukmiRI,sugriva,rUmA
husband-wife,kfzRa,rukmiRI,mAyAsura,hemA
husband-wife,kfzRa,rukmiRI,kuSadvaja,candraBAgA
husband-wife,kfzRa,rukmiRI,bAli,tArA
husband-wife,kfzRa,rukmiRI,agni,svAhA
husband-wife,kfzRa,rukmiRI,Gawotkaca,mOrvI
husband-wife,kfzRa,rukmiRI,Sakuni,arSi
husband-wife,SivaH,pArvatI,arjuna,suBadrA
husband-wife,SivaH,pArvatI,droRA,kripI
husband-wife,SivaH,pArvatI,gOtamA,ahalyA
husband-wife,SivaH,pArvatI,pARqu,kuntI
husband-wife,SivaH,pArvatI,SAntanu,gaNgA
husband-wife,SivaH,pArvatI,kfzRa,rukmiRI
husband-wife,SivaH,pArvatI,SAntanu,gangA
husband-wife,SivaH,pArvatI,parASar,satyavati
husband-wife,SivaH,pArvatI,pARqu,mAdri
husband-wife,SivaH,pArvatI,DftarAzwra,gAnDArI
husband-wife,SivaH,pArvatI,aBimanyu,uttarA
husband-wife,SivaH,pArvatI,parikSit,madrAvati
husband-wife,SivaH,pArvatI,arjuna,drOpadI
husband-wife,SivaH,pArvatI,yuDizWira,drOpadI
husband-wife,SivaH,pArvatI,BIma,drOpadI
husband-wife,SivaH,pArvatI,nakula,drOpadI
husband-wife,SivaH,pArvatI,sahadeva,drOpadI
husband-wife,SivaH,pArvatI,rAma,sItA
husband-wife,SivaH,pArvatI,BIma,hiqimbA
husband-wife,SivaH,pArvatI,duryoDana,BAnumati
husband-wife,SivaH,pArvatI,parikSit,IrAvati
husband-wife,SivaH,pArvatI,karRa,vfzAlI
husband-wife,SivaH,pArvatI,lakzmaRa,urmilA
husband-wife,SivaH,pArvatI,daSaraTa,kEkeyI
husband-wife,SivaH,pArvatI,daSaraTa,kOSalyA
husband-wife,SivaH,pArvatI,daSaraTa,sUmitrA
husband-wife,SivaH,pArvatI,duSyanta,SakuntalA
husband-wife,SivaH,pArvatI,pururava,urvaSi
husband-wife,SivaH,pArvatI,devahuti,kardama
husband-wife,SivaH,pArvatI,rAvaRa,mandodari
husband-wife,SivaH,pArvatI,sugriva,rUmA
husband-wife,SivaH,pArvatI,mAyAsura,hemA
husband-wife,SivaH,pArvatI,kuSadvaja,candraBAgA
husband-wife,SivaH,pArvatI,bAli,tArA
husband-wife,SivaH,pArvatI,agni,svAhA
husband-wife,SivaH,pArvatI,Gawotkaca,mOrvI
husband-wife,SivaH,pArvatI,Sakuni,arSi
husband-wife,SAntanu,gangA,arjuna,suBadrA
husband-wife,SAntanu,gangA,droRA,kripI
husband-wife,SAntanu,gangA,gOtamA,ahalyA
husband-wife,SAntanu,gangA,pARqu,kuntI
husband-wife,SAntanu,gangA,SAntanu,gaNgA
husband-wife,SAntanu,gangA,kfzRa,rukmiRI
husband-wife,SAntanu,gangA,SivaH,pArvatI
husband-wife,SAntanu,gangA,parASar,satyavati
husband-wife,SAntanu,gangA,pARqu,mAdri
husband-wife,SAntanu,gangA,DftarAzwra,gAnDArI
husband-wife,SAntanu,gangA,aBimanyu,uttarA
husband-wife,SAntanu,gangA,parikSit,madrAvati
husband-wife,SAntanu,gangA,arjuna,drOpadI
husband-wife,SAntanu,gangA,yuDizWira,drOpadI
husband-wife,SAntanu,gangA,BIma,drOpadI
husband-wife,SAntanu,gangA,nakula,drOpadI
husband-wife,SAntanu,gangA,sahadeva,drOpadI
husband-wife,SAntanu,gangA,rAma,sItA
husband-wife,SAntanu,gangA,BIma,hiqimbA
husband-wife,SAntanu,gangA,duryoDana,BAnumati
husband-wife,SAntanu,gangA,parikSit,IrAvati
husband-wife,SAntanu,gangA,karRa,vfzAlI
husband-wife,SAntanu,gangA,lakzmaRa,urmilA
husband-wife,SAntanu,gangA,daSaraTa,kEkeyI
husband-wife,SAntanu,gangA,daSaraTa,kOSalyA
husband-wife,SAntanu,gangA,daSaraTa,sUmitrA
husband-wife,SAntanu,gangA,duSyanta,SakuntalA
husband-wife,SAntanu,gangA,pururava,urvaSi
husband-wife,SAntanu,gangA,devahuti,kardama
husband-wife,SAntanu,gangA,rAvaRa,mandodari
husband-wife,SAntanu,gangA,sugriva,rUmA
husband-wife,SAntanu,gangA,mAyAsura,hemA
husband-wife,SAntanu,gangA,kuSadvaja,candraBAgA
husband-wife,SAntanu,gangA,bAli,tArA
husband-wife,SAntanu,gangA,agni,svAhA
husband-wife,SAntanu,gangA,Gawotkaca,mOrvI
husband-wife,SAntanu,gangA,Sakuni,arSi
husband-wife,parASar,satyavati,arjuna,suBadrA
husband-wife,parASar,satyavati,droRA,kripI
husband-wife,parASar,satyavati,gOtamA,ahalyA
husband-wife,parASar,satyavati,pARqu,kuntI
husband-wife,parASar,satyavati,SAntanu,gaNgA
husband-wife,parASar,satyavati,kfzRa,rukmiRI
husband-wife,parASar,satyavati,SivaH,pArvatI
husband-wife,parASar,satyavati,SAntanu,gangA
husband-wife,parASar,satyavati,pARqu,mAdri
husband-wife,parASar,satyavati,DftarAzwra,gAnDArI
husband-wife,parASar,satyavati,aBimanyu,uttarA
husband-wife,parASar,satyavati,parikSit,madrAvati
husband-wife,parASar,satyavati,arjuna,drOpadI
husband-wife,parASar,satyavati,yuDizWira,drOpadI
husband-wife,parASar,satyavati,BIma,drOpadI
husband-wife,parASar,satyavati,nakula,drOpadI
husband-wife,parASar,satyavati,sahadeva,drOpadI
husband-wife,parASar,satyavati,rAma,sItA
husband-wife,parASar,satyavati,BIma,hiqimbA
husband-wife,parASar,satyavati,duryoDana,BAnumati
husband-wife,parASar,satyavati,parikSit,IrAvati
husband-wife,parASar,satyavati,karRa,vfzAlI
husband-wife,parASar,satyavati,lakzmaRa,urmilA
husband-wife,parASar,satyavati,daSaraTa,kEkeyI
husband-wife,parASar,satyavati,daSaraTa,kOSalyA
husband-wife,parASar,satyavati,daSaraTa,sUmitrA
husband-wife,parASar,satyavati,duSyanta,SakuntalA
husband-wife,parASar,satyavati,pururava,urvaSi
husband-wife,parASar,satyavati,devahuti,kardama
husband-wife,parASar,satyavati,rAvaRa,mandodari
husband-wife,parASar,satyavati,sugriva,rUmA
husband-wife,parASar,satyavati,mAyAsura,hemA
husband-wife,parASar,satyavati,kuSadvaja,candraBAgA
husband-wife,parASar,satyavati,bAli,tArA
husband-wife,parASar,satyavati,agni,svAhA
husband-wife,parASar,satyavati,Gawotkaca,mOrvI
husband-wife,parASar,satyavati,Sakuni,arSi
husband-wife,pARqu,mAdri,arjuna,suBadrA
husband-wife,pARqu,mAdri,droRA,kripI
husband-wife,pARqu,mAdri,gOtamA,ahalyA
husband-wife,pARqu,mAdri,pARqu,kuntI
husband-wife,pARqu,mAdri,SAntanu,gaNgA
husband-wife,pARqu,mAdri,kfzRa,rukmiRI
husband-wife,pARqu,mAdri,SivaH,pArvatI
husband-wife,pARqu,mAdri,SAntanu,gangA
husband-wife,pARqu,mAdri,parASar,satyavati
husband-wife,pARqu,mAdri,DftarAzwra,gAnDArI
husband-wife,pARqu,mAdri,aBimanyu,uttarA
husband-wife,pARqu,mAdri,parikSit,madrAvati
husband-wife,pARqu,mAdri,arjuna,drOpadI
husband-wife,pARqu,mAdri,yuDizWira,drOpadI
husband-wife,pARqu,mAdri,BIma,drOpadI
husband-wife,pARqu,mAdri,nakula,drOpadI
husband-wife,pARqu,mAdri,sahadeva,drOpadI
husband-wife,pARqu,mAdri,rAma,sItA
husband-wife,pARqu,mAdri,BIma,hiqimbA
husband-wife,pARqu,mAdri,duryoDana,BAnumati
husband-wife,pARqu,mAdri,parikSit,IrAvati
husband-wife,pARqu,mAdri,karRa,vfzAlI
husband-wife,pARqu,mAdri,lakzmaRa,urmilA
husband-wife,pARqu,mAdri,daSaraTa,kEkeyI
husband-wife,pARqu,mAdri,daSaraTa,kOSalyA
husband-wife,pARqu,mAdri,daSaraTa,sUmitrA
husband-wife,pARqu,mAdri,duSyanta,SakuntalA
husband-wife,pARqu,mAdri,pururava,urvaSi
husband-wife,pARqu,mAdri,devahuti,kardama
husband-wife,pARqu,mAdri,rAvaRa,mandodari
husband-wife,pARqu,mAdri,sugriva,rUmA
husband-wife,pARqu,mAdri,mAyAsura,hemA
husband-wife,pARqu,mAdri,kuSadvaja,candraBAgA
husband-wife,pARqu,mAdri,bAli,tArA
husband-wife,pARqu,mAdri,agni,svAhA
husband-wife,pARqu,mAdri,Gawotkaca,mOrvI
husband-wife,pARqu,mAdri,Sakuni,arSi
husband-wife,DftarAzwra,gAnDArI,arjuna,suBadrA
husband-wife,DftarAzwra,gAnDArI,droRA,kripI
husband-wife,DftarAzwra,gAnDArI,gOtamA,ahalyA
husband-wife,DftarAzwra,gAnDArI,pARqu,kuntI
husband-wife,DftarAzwra,gAnDArI,SAntanu,gaNgA
husband-wife,DftarAzwra,gAnDArI,kfzRa,rukmiRI
husband-wife,DftarAzwra,gAnDArI,SivaH,pArvatI
husband-wife,DftarAzwra,gAnDArI,SAntanu,gangA
husband-wife,DftarAzwra,gAnDArI,parASar,satyavati
husband-wife,DftarAzwra,gAnDArI,pARqu,mAdri
husband-wife,DftarAzwra,gAnDArI,aBimanyu,uttarA
husband-wife,DftarAzwra,gAnDArI,parikSit,madrAvati
husband-wife,DftarAzwra,gAnDArI,arjuna,drOpadI
husband-wife,DftarAzwra,gAnDArI,yuDizWira,drOpadI
husband-wife,DftarAzwra,gAnDArI,BIma,drOpadI
husband-wife,DftarAzwra,gAnDArI,nakula,drOpadI
husband-wife,DftarAzwra,gAnDArI,sahadeva,drOpadI
husband-wife,DftarAzwra,gAnDArI,rAma,sItA
husband-wife,DftarAzwra,gAnDArI,BIma,hiqimbA
husband-wife,DftarAzwra,gAnDArI,duryoDana,BAnumati
husband-wife,DftarAzwra,gAnDArI,parikSit,IrAvati
husband-wife,DftarAzwra,gAnDArI,karRa,vfzAlI
husband-wife,DftarAzwra,gAnDArI,lakzmaRa,urmilA
husband-wife,DftarAzwra,gAnDArI,daSaraTa,kEkeyI
husband-wife,DftarAzwra,gAnDArI,daSaraTa,kOSalyA
husband-wife,DftarAzwra,gAnDArI,daSaraTa,sUmitrA
husband-wife,DftarAzwra,gAnDArI,duSyanta,SakuntalA
husband-wife,DftarAzwra,gAnDArI,pururava,urvaSi
husband-wife,DftarAzwra,gAnDArI,devahuti,kardama
husband-wife,DftarAzwra,gAnDArI,rAvaRa,mandodari
husband-wife,DftarAzwra,gAnDArI,sugriva,rUmA
husband-wife,DftarAzwra,gAnDArI,mAyAsura,hemA
husband-wife,DftarAzwra,gAnDArI,kuSadvaja,candraBAgA
husband-wife,DftarAzwra,gAnDArI,bAli,tArA
husband-wife,DftarAzwra,gAnDArI,agni,svAhA
husband-wife,DftarAzwra,gAnDArI,Gawotkaca,mOrvI
husband-wife,DftarAzwra,gAnDArI,Sakuni,arSi
husband-wife,aBimanyu,uttarA,arjuna,suBadrA
husband-wife,aBimanyu,uttarA,droRA,kripI
husband-wife,aBimanyu,uttarA,gOtamA,ahalyA
husband-wife,aBimanyu,uttarA,pARqu,kuntI
husband-wife,aBimanyu,uttarA,SAntanu,gaNgA
husband-wife,aBimanyu,uttarA,kfzRa,rukmiRI
husband-wife,aBimanyu,uttarA,SivaH,pArvatI
husband-wife,aBimanyu,uttarA,SAntanu,gangA
husband-wife,aBimanyu,uttarA,parASar,satyavati
husband-wife,aBimanyu,uttarA,pARqu,mAdri
husband-wife,aBimanyu,uttarA,DftarAzwra,gAnDArI
husband-wife,aBimanyu,uttarA,parikSit,madrAvati
husband-wife,aBimanyu,uttarA,arjuna,drOpadI
husband-wife,aBimanyu,uttarA,yuDizWira,drOpadI
husband-wife,aBimanyu,uttarA,BIma,drOpadI
husband-wife,aBimanyu,uttarA,nakula,drOpadI
husband-wife,aBimanyu,uttarA,sahadeva,drOpadI
husband-wife,aBimanyu,uttarA,rAma,sItA
husband-wife,aBimanyu,uttarA,BIma,hiqimbA
husband-wife,aBimanyu,uttarA,duryoDana,BAnumati
husband-wife,aBimanyu,uttarA,parikSit,IrAvati
husband-wife,aBimanyu,uttarA,karRa,vfzAlI
husband-wife,aBimanyu,uttarA,lakzmaRa,urmilA
husband-wife,aBimanyu,uttarA,daSaraTa,kEkeyI
husband-wife,aBimanyu,uttarA,daSaraTa,kOSalyA
husband-wife,aBimanyu,uttarA,daSaraTa,sUmitrA
husband-wife,aBimanyu,uttarA,duSyanta,SakuntalA
husband-wife,aBimanyu,uttarA,pururava,urvaSi
husband-wife,aBimanyu,uttarA,devahuti,kardama
husband-wife,aBimanyu,uttarA,rAvaRa,mandodari
husband-wife,aBimanyu,uttarA,sugriva,rUmA
husband-wife,aBimanyu,uttarA,mAyAsura,hemA
husband-wife,aBimanyu,uttarA,kuSadvaja,candraBAgA
husband-wife,aBimanyu,uttarA,bAli,tArA
husband-wife,aBimanyu,uttarA,agni,svAhA
husband-wife,aBimanyu,uttarA,Gawotkaca,mOrvI
husband-wife,aBimanyu,uttarA,Sakuni,arSi
husband-wife,parikSit,madrAvati,arjuna,suBadrA
husband-wife,parikSit,madrAvati,droRA,kripI
husband-wife,parikSit,madrAvati,gOtamA,ahalyA
husband-wife,parikSit,madrAvati,pARqu,kuntI
husband-wife,parikSit,madrAvati,SAntanu,gaNgA
husband-wife,parikSit,madrAvati,kfzRa,rukmiRI
husband-wife,parikSit,madrAvati,SivaH,pArvatI
husband-wife,parikSit,madrAvati,SAntanu,gangA
husband-wife,parikSit,madrAvati,parASar,satyavati
husband-wife,parikSit,madrAvati,pARqu,mAdri
husband-wife,parikSit,madrAvati,DftarAzwra,gAnDArI
husband-wife,parikSit,madrAvati,aBimanyu,uttarA
husband-wife,parikSit,madrAvati,arjuna,drOpadI
husband-wife,parikSit,madrAvati,yuDizWira,drOpadI
husband-wife,parikSit,madrAvati,BIma,drOpadI
husband-wife,parikSit,madrAvati,nakula,drOpadI
husband-wife,parikSit,madrAvati,sahadeva,drOpadI
husband-wife,parikSit,madrAvati,rAma,sItA
husband-wife,parikSit,madrAvati,BIma,hiqimbA
husband-wife,parikSit,madrAvati,duryoDana,BAnumati
husband-wife,parikSit,madrAvati,parikSit,IrAvati
husband-wife,parikSit,madrAvati,karRa,vfzAlI
husband-wife,parikSit,madrAvati,lakzmaRa,urmilA
husband-wife,parikSit,madrAvati,daSaraTa,kEkeyI
husband-wife,parikSit,madrAvati,daSaraTa,kOSalyA
husband-wife,parikSit,madrAvati,daSaraTa,sUmitrA
husband-wife,parikSit,madrAvati,duSyanta,SakuntalA
husband-wife,parikSit,madrAvati,pururava,urvaSi
husband-wife,parikSit,madrAvati,devahuti,kardama
husband-wife,parikSit,madrAvati,rAvaRa,mandodari
husband-wife,parikSit,madrAvati,sugriva,rUmA
husband-wife,parikSit,madrAvati,mAyAsura,hemA
husband-wife,parikSit,madrAvati,kuSadvaja,candraBAgA
husband-wife,parikSit,madrAvati,bAli,tArA
husband-wife,parikSit,madrAvati,agni,svAhA
husband-wife,parikSit,madrAvati,Gawotkaca,mOrvI
husband-wife,parikSit,madrAvati,Sakuni,arSi
husband-wife,arjuna,drOpadI,arjuna,suBadrA
husband-wife,arjuna,drOpadI,droRA,kripI
husband-wife,arjuna,drOpadI,gOtamA,ahalyA
husband-wife,arjuna,drOpadI,pARqu,kuntI
husband-wife,arjuna,drOpadI,SAntanu,gaNgA
husband-wife,arjuna,drOpadI,kfzRa,rukmiRI
husband-wife,arjuna,drOpadI,SivaH,pArvatI
husband-wife,arjuna,drOpadI,SAntanu,gangA
husband-wife,arjuna,drOpadI,parASar,satyavati
husband-wife,arjuna,drOpadI,pARqu,mAdri
husband-wife,arjuna,drOpadI,DftarAzwra,gAnDArI
husband-wife,arjuna,drOpadI,aBimanyu,uttarA
husband-wife,arjuna,drOpadI,parikSit,madrAvati
husband-wife,arjuna,drOpadI,yuDizWira,drOpadI
husband-wife,arjuna,drOpadI,BIma,drOpadI
husband-wife,arjuna,drOpadI,nakula,drOpadI
husband-wife,arjuna,drOpadI,sahadeva,drOpadI
husband-wife,arjuna,drOpadI,rAma,sItA
husband-wife,arjuna,drOpadI,BIma,hiqimbA
husband-wife,arjuna,drOpadI,duryoDana,BAnumati
husband-wife,arjuna,drOpadI,parikSit,IrAvati
husband-wife,arjuna,drOpadI,karRa,vfzAlI
husband-wife,arjuna,drOpadI,lakzmaRa,urmilA
husband-wife,arjuna,drOpadI,daSaraTa,kEkeyI
husband-wife,arjuna,drOpadI,daSaraTa,kOSalyA
husband-wife,arjuna,drOpadI,daSaraTa,sUmitrA
husband-wife,arjuna,drOpadI,duSyanta,SakuntalA
husband-wife,arjuna,drOpadI,pururava,urvaSi
husband-wife,arjuna,drOpadI,devahuti,kardama
husband-wife,arjuna,drOpadI,rAvaRa,mandodari
husband-wife,arjuna,drOpadI,sugriva,rUmA
husband-wife,arjuna,drOpadI,mAyAsura,hemA
husband-wife,arjuna,drOpadI,kuSadvaja,candraBAgA
husband-wife,arjuna,drOpadI,bAli,tArA
husband-wife,arjuna,drOpadI,agni,svAhA
husband-wife,arjuna,drOpadI,Gawotkaca,mOrvI
husband-wife,arjuna,drOpadI,Sakuni,arSi
husband-wife,yuDizWira,drOpadI,arjuna,suBadrA
husband-wife,yuDizWira,drOpadI,droRA,kripI
husband-wife,yuDizWira,drOpadI,gOtamA,ahalyA
husband-wife,yuDizWira,drOpadI,pARqu,kuntI
husband-wife,yuDizWira,drOpadI,SAntanu,gaNgA
husband-wife,yuDizWira,drOpadI,kfzRa,rukmiRI
husband-wife,yuDizWira,drOpadI,SivaH,pArvatI
husband-wife,yuDizWira,drOpadI,SAntanu,gangA
husband-wife,yuDizWira,drOpadI,parASar,satyavati
husband-wife,yuDizWira,drOpadI,pARqu,mAdri
husband-wife,yuDizWira,drOpadI,DftarAzwra,gAnDArI
husband-wife,yuDizWira,drOpadI,aBimanyu,uttarA
husband-wife,yuDizWira,drOpadI,parikSit,madrAvati
husband-wife,yuDizWira,drOpadI,arjuna,drOpadI
husband-wife,yuDizWira,drOpadI,BIma,drOpadI
husband-wife,yuDizWira,drOpadI,nakula,drOpadI
husband-wife,yuDizWira,drOpadI,sahadeva,drOpadI
husband-wife,yuDizWira,drOpadI,rAma,sItA
husband-wife,yuDizWira,drOpadI,BIma,hiqimbA
husband-wife,yuDizWira,drOpadI,duryoDana,BAnumati
husband-wife,yuDizWira,drOpadI,parikSit,IrAvati
husband-wife,yuDizWira,drOpadI,karRa,vfzAlI
husband-wife,yuDizWira,drOpadI,lakzmaRa,urmilA
husband-wife,yuDizWira,drOpadI,daSaraTa,kEkeyI
husband-wife,yuDizWira,drOpadI,daSaraTa,kOSalyA
husband-wife,yuDizWira,drOpadI,daSaraTa,sUmitrA
husband-wife,yuDizWira,drOpadI,duSyanta,SakuntalA
husband-wife,yuDizWira,drOpadI,pururava,urvaSi
husband-wife,yuDizWira,drOpadI,devahuti,kardama
husband-wife,yuDizWira,drOpadI,rAvaRa,mandodari
husband-wife,yuDizWira,drOpadI,sugriva,rUmA
husband-wife,yuDizWira,drOpadI,mAyAsura,hemA
husband-wife,yuDizWira,drOpadI,kuSadvaja,candraBAgA
husband-wife,yuDizWira,drOpadI,bAli,tArA
husband-wife,yuDizWira,drOpadI,agni,svAhA
husband-wife,yuDizWira,drOpadI,Gawotkaca,mOrvI
husband-wife,yuDizWira,drOpadI,Sakuni,arSi
husband-wife,BIma,drOpadI,arjuna,suBadrA
husband-wife,BIma,drOpadI,droRA,kripI
husband-wife,BIma,drOpadI,gOtamA,ahalyA
husband-wife,BIma,drOpadI,pARqu,kuntI
husband-wife,BIma,drOpadI,SAntanu,gaNgA
husband-wife,BIma,drOpadI,kfzRa,rukmiRI
husband-wife,BIma,drOpadI,SivaH,pArvatI
husband-wife,BIma,drOpadI,SAntanu,gangA
husband-wife,BIma,drOpadI,parASar,satyavati
husband-wife,BIma,drOpadI,pARqu,mAdri
husband-wife,BIma,drOpadI,DftarAzwra,gAnDArI
husband-wife,BIma,drOpadI,aBimanyu,uttarA
husband-wife,BIma,drOpadI,parikSit,madrAvati
husband-wife,BIma,drOpadI,arjuna,drOpadI
husband-wife,BIma,drOpadI,yuDizWira,drOpadI
husband-wife,BIma,drOpadI,nakula,drOpadI
husband-wife,BIma,drOpadI,sahadeva,drOpadI
husband-wife,BIma,drOpadI,rAma,sItA
husband-wife,BIma,drOpadI,BIma,hiqimbA
